projection,gene,count
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,14
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,9
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,9
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,20
BNST (Dlk1+),Kcnq5,16
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,19
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,6
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,13
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,12
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,11
BNST (Dlk1+),Kcnq5,3
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,17
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,11
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,9
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,12
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,11
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,13
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,20
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,8
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,8
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,3
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,19
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,4
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,8
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,5
BNST (Dlk1+),Kcnq5,5
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,3
BNST (Dlk1+),Kcnq5,19
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,11
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,2
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,12
BNST (Dlk1+),Kcnq5,2
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,8
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,42
BNST (Dlk1+),Kcnq5,13
BNST (Dlk1+),Kcnq5,32
BNST (Dlk1+),Kcnq5,37
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,14
BNST (Dlk1+),Kcnq5,19
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,22
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,13
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,13
BNST (Dlk1+),Kcnq5,27
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,2
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,2
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,7
BNST (Dlk1+),Kcnq5,5
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,3
BNST (Dlk1+),Kcnq5,18
BNST (Dlk1+),Kcnq5,12
BNST (Dlk1+),Kcnq5,13
BNST (Dlk1+),Kcnq5,24
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,4
BNST (Dlk1+),Kcnq5,11
BNST (Dlk1+),Kcnq5,7
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,6
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,16
BNST (Dlk1+),Kcnq5,9
BNST (Dlk1+),Kcnq5,3
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,33
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,4
BNST (Dlk1+),Kcnq5,1
BNST (Dlk1+),Kcnq5,8
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,8
BNST (Dlk1+),Kcnq5,9
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,12
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,10
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,11
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,10
BNST (Dlk1+),Kcnq5,0
BNST (Dlk1+),Kcnq5,6
BNST (Dlk1+),Kcnq5,34
BNST (Dlk1+),Kcnq5,0
PAG (Crh+),Kcnq2,9
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,1
PAG (Crh+),Kcnq2,34
PAG (Crh+),Kcnq2,34
PAG (Crh+),Kcnq2,10
PAG (Crh+),Kcnq2,8
PAG (Crh+),Kcnq2,4
PAG (Crh+),Kcnq2,19
PAG (Crh+),Kcnq2,4
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,24
PAG (Crh+),Kcnq2,10
PAG (Crh+),Kcnq2,45
PAG (Crh+),Kcnq2,12
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,14
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,10
PAG (Crh+),Kcnq2,16
PAG (Crh+),Kcnq2,8
PAG (Crh+),Kcnq2,7
PAG (Crh+),Kcnq2,8
PAG (Crh+),Kcnq2,6
PAG (Crh+),Kcnq2,9
PAG (Crh+),Kcnq2,10
PAG (Crh+),Kcnq2,5
PAG (Crh+),Kcnq2,33
PAG (Crh+),Kcnq2,5
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,8
PAG (Crh+),Kcnq2,17
PAG (Crh+),Kcnq2,20
PAG (Crh+),Kcnq2,69
PAG (Crh+),Kcnq2,35
PAG (Crh+),Kcnq2,9
PAG (Crh+),Kcnq2,10
PAG (Crh+),Kcnq2,16
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,11
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,13
PAG (Crh+),Kcnq2,7
PAG (Crh+),Kcnq2,19
PAG (Crh+),Kcnq2,18
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,82
PAG (Crh+),Kcnq2,13
PAG (Crh+),Kcnq2,20
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,10
PAG (Crh+),Kcnq2,25
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,9
PAG (Crh+),Kcnq2,1
PAG (Crh+),Kcnq2,3
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,24
PAG (Crh+),Kcnq2,5
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,12
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,16
PAG (Crh+),Kcnq2,1
PAG (Crh+),Kcnq2,1
PAG (Crh+),Kcnq2,14
PAG (Crh+),Kcnq2,14
PAG (Crh+),Kcnq2,9
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,1
PAG (Crh+),Kcnq2,3
PAG (Crh+),Kcnq2,9
PAG (Crh+),Kcnq2,8
PAG (Crh+),Kcnq2,18
PAG (Crh+),Kcnq2,3
PAG (Crh+),Kcnq2,21
PAG (Crh+),Kcnq2,8
PAG (Crh+),Kcnq2,15
PAG (Crh+),Kcnq2,2
PAG (Crh+),Kcnq2,3
PAG (Crh+),Kcnq2,47
PAG (Crh+),Kcnq2,7
PAG (Crh+),Kcnq2,15
PAG (Crh+),Kcnq2,2
PAG (Crh+),Kcnq2,1
PAG (Crh+),Kcnq2,1
PAG (Crh+),Kcnq2,20
PAG (Crh+),Kcnq2,19
PAG (Crh+),Kcnq2,1
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,23
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,15
PAG (Crh+),Kcnq2,18
PAG (Crh+),Kcnq2,23
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,1
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,31
PAG (Crh+),Kcnq2,19
PAG (Crh+),Kcnq2,15
PAG (Crh+),Kcnq2,47
PAG (Crh+),Kcnq2,27
PAG (Crh+),Kcnq2,1
PAG (Crh+),Kcnq2,6
PAG (Crh+),Kcnq2,21
PAG (Crh+),Kcnq2,4
PAG (Crh+),Kcnq2,34
PAG (Crh+),Kcnq2,1
PAG (Crh+),Kcnq2,4
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,0
PAG (Crh+),Kcnq2,11
PAG (Crh+),Kcnq2,7
PAG (Crh+),Kcnq2,15
PAG (Crh+),Kcnq2,17
PAG (Crh+),Kcnq2,1
PAG (Crh+),Kcnq2,25
PAG (Crh+),Kcnq2,15
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,9
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,8
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,13
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,1
PAG (Crh+),Kcnq3,20
PAG (Crh+),Kcnq3,1
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,1
PAG (Crh+),Kcnq3,5
PAG (Crh+),Kcnq3,9
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,6
PAG (Crh+),Kcnq3,12
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,5
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,6
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,1
PAG (Crh+),Kcnq3,43
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,16
PAG (Crh+),Kcnq3,19
PAG (Crh+),Kcnq3,1
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,4
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,2
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,1
PAG (Crh+),Kcnq3,9
PAG (Crh+),Kcnq3,16
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,32
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,12
PAG (Crh+),Kcnq3,10
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,7
PAG (Crh+),Kcnq3,11
PAG (Crh+),Kcnq3,3
PAG (Crh+),Kcnq3,21
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,7
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,1
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,6
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,7
PAG (Crh+),Kcnq3,2
PAG (Crh+),Kcnq3,1
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,1
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,2
PAG (Crh+),Kcnq3,22
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,11
PAG (Crh+),Kcnq3,11
PAG (Crh+),Kcnq3,6
PAG (Crh+),Kcnq3,13
PAG (Crh+),Kcnq3,6
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,6
PAG (Crh+),Kcnq3,9
PAG (Crh+),Kcnq3,17
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,16
PAG (Crh+),Kcnq3,1
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq3,0
PAG (Crh+),Kcnq5,1
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,7
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,1
PAG (Crh+),Kcnq5,15
PAG (Crh+),Kcnq5,9
PAG (Crh+),Kcnq5,2
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,21
PAG (Crh+),Kcnq5,4
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,1
PAG (Crh+),Kcnq5,2
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,17
PAG (Crh+),Kcnq5,13
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,1
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,29
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,31
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,18
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,2
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,22
PAG (Crh+),Kcnq5,7
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,3
PAG (Crh+),Kcnq5,7
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,11
PAG (Crh+),Kcnq5,4
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,14
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,8
PAG (Crh+),Kcnq5,7
PAG (Crh+),Kcnq5,42
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,13
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,1
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,17
PAG (Crh+),Kcnq5,1
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,6
PAG (Crh+),Kcnq5,1
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,17
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,1
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,10
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,2
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,22
PAG (Crh+),Kcnq5,0
PAG (Crh+),Kcnq5,5
PAG (Crh+),Kcnq5,0
