,mouse,sex,group,date,dayOnType,numShock,numRew,numPoke,pct_OG_BW,pokeTimestamps,rewardPokeTimestamps,shockTimestamps
21,579.1-1,F,stress,230720,2.0,54,179,358,0.862944,"[11.57, 16.0, 27.72, 38.45, 54.1, 59.64, 65.62, 70.5, 70.88, 73.22, 73.96, 75.74, 77.62, 81.17, 81.49, 85.16, 86.54, 88.48, 89.12, 89.63, 91.06, 91.29, 95.98, 97.58, 99.83, 103.45, 110.89, 113.61, 115.46, 117.69, 118.04, 118.2, 118.56, 119.61, 120.18, 124.71, 131.42, 138.5, 152.24, 161.66, 178.02, 180.61, 181.17, 182.3, 193.35, 202.7, 212.66, 222.52, 233.92, 236.36, 240.06, 243.73, 245.29, 262.07, 284.44, 295.5, 310.29, 319.84, 326.6, 350.06, 366.76, 379.63, 382.71, 400.13, 429.17, 442.4, 455.51, 473.21, 488.78, 492.41, 492.71, 493.19, 493.6, 494.98, 496.29, 498.76, 499.34, 501.84, 505.08, 505.77, 506.48, 507.39, 508.27, 512.5, 513.0, 513.97, 515.45, 517.88, 518.61, 519.08, 521.18, 521.71, 522.25, 525.28, 527.38, 528.39, 529.35, 530.67, 533.08, 533.64, 535.22, 535.71, 536.47, 536.95, 537.66, 538.14, 541.46, 542.12, 548.49, 567.03, 575.06, 584.13, 608.95, 609.08, 631.74, 631.92, 682.81, 686.47, 686.77, 704.39, 713.05, 715.18, 721.91, 726.72, 739.4, 836.88, 850.82, 862.71, 873.94, 884.8, 890.65, 905.45, 918.77, 939.8, 942.29, 972.56, 979.03, 982.24, 1034.93, 1067.19, 1092.22, 1108.94, 1115.02, 1133.89, 1147.13, 1161.13, 1176.77, 1190.55, 1199.89, 1221.01, 1240.37, 1252.25, 1259.47, 1264.91, 1272.65, 1275.79, 1278.15, 1278.5, 1284.57, 1294.43, 1294.83, 1297.84, 1299.9, 1299.96, 1300.13, 1300.4, 1300.85, 1304.59, 1315.14, 1315.52, 1330.8, 1331.49, 1333.79, 1377.66, 1388.63, 1425.61, 1439.66, 1446.47, 1449.17, 1452.65, 1453.36, 1456.15, 1459.94, 1465.7, 1469.4, 1472.9, 1476.29, 1476.69, 1478.33, 1494.8, 1495.15, 1505.89, 1514.46, 1517.71, 1522.47, 1526.33, 1529.82, 1530.17, 1530.4, 1534.43, 1538.4, 1540.89, 1542.82, 1545.32, 1550.09, 1555.48, 1558.97, 1560.15, 1570.41, 1570.65, 1571.2, 1582.2, 1582.57, 1589.93, 1597.07, 1599.93, 1600.73, 1602.43, 1605.89, 1636.62, 1645.61, 1646.31, 1655.47, 1660.79, 1666.26, 1670.03, 1679.9, 1700.99, 1814.97, 1820.04, 1828.17, 1833.03, 1847.96, 1851.25, 1854.8, 1867.05, 1867.43, 1873.3, 1873.67, 1925.56, 1930.11, 1930.15, 1936.07, 1945.79, 1946.06, 1948.8, 1955.98, 1963.0, 1966.4, 1972.6, 1983.11, 1986.98, 1987.26, 1987.33, 2009.37, 2015.32, 2015.38, 2019.26, 2032.96, 2036.24, 2051.95, 2096.52, 2101.15, 2144.02, 2144.39, 2166.64, 2169.69, 2180.32, 2193.96, 2268.13, 2290.07, 2334.27, 2341.27, 2376.1, 2399.4, 2411.19, 2411.48, 2425.48, 2435.99, 2436.3, 2436.38, 2446.82, 2449.82, 2457.66, 2458.01, 2475.64, 2511.91, 2512.74, 2525.7, 2526.24, 2533.09, 2548.01, 2554.6, 2586.21, 2643.78, 2656.63, 2667.61, 2667.96, 2709.63, 2715.31, 2716.1, 2719.25, 2728.35, 2737.58, 2756.36, 2784.43, 2785.1, 2800.45, 2804.46, 2805.67, 2912.54, 2921.73, 2922.41, 2942.91, 3021.15, 3043.66, 3044.27, 3061.28, 3061.85, 3061.99, 3062.16, 3067.34, 3070.69, 3081.23, 3081.51, 3081.96, 3098.36, 3128.39, 3128.62, 3128.69, 3129.09, 3153.59, 3165.67, 3168.68, 3198.02, 3344.24, 3360.31, 3361.03, 3364.16, 3370.73, 3404.28, 3423.0, 3423.31, 3423.94, 3431.77, 3436.78, 3437.22, 3458.56, 3458.92, 3500.46, 3500.79, 3501.19, 3533.37, 3533.77, 3550.56, 3551.14, 3554.96, 3597.78]","[11.57, 16.0, 27.72, 38.45, 54.1, 59.64, 65.62, 103.45, 110.89, 124.71, 131.42, 138.5, 152.24, 161.66, 178.02, 193.35, 202.7, 212.66, 222.52, 233.92, 236.36, 240.06, 243.73, 245.29, 262.07, 284.44, 295.5, 310.29, 319.84, 326.6, 350.06, 366.76, 379.63, 382.71, 400.13, 429.17, 442.4, 455.51, 473.21, 488.78, 525.28, 541.46, 548.49, 567.03, 575.06, 584.13, 608.95, 631.74, 682.81, 704.39, 713.05, 721.91, 726.72, 739.4, 836.88, 850.82, 862.71, 873.94, 884.8, 890.65, 905.45, 918.77, 939.8, 972.56, 979.03, 1034.93, 1067.19, 1092.22, 1108.94, 1115.02, 1133.89, 1147.13, 1161.13, 1176.77, 1190.55, 1199.89, 1221.01, 1240.37, 1252.25, 1259.47, 1264.91, 1272.65, 1275.79, 1278.15, 1297.84, 1377.66, 1388.63, 1425.61, 1439.66, 1446.47, 1449.17, 1459.94, 1465.7, 1505.89, 1514.46, 1517.71, 1522.47, 1526.33, 1534.43, 1538.4, 1540.89, 1555.48, 1558.97, 1582.2, 1589.93, 1597.07, 1599.93, 1645.61, 1655.47, 1666.26, 1814.97, 1820.04, 1828.17, 1833.03, 1847.96, 1851.25, 1867.05, 1925.56, 1936.07, 1945.79, 1948.8, 1955.98, 1963.0, 1966.4, 2032.96, 2036.24, 2051.95, 2096.52, 2101.15, 2144.02, 2166.64, 2169.69, 2180.32, 2193.96, 2268.13, 2290.07, 2334.27, 2341.27, 2376.1, 2399.4, 2411.19, 2425.48, 2435.99, 2446.82, 2475.64, 2511.91, 2525.7, 2533.09, 2548.01, 2554.6, 2586.21, 2643.78, 2667.61, 2709.63, 2737.58, 2756.36, 2784.43, 2800.45, 2804.46, 2912.54, 2921.73, 2942.91, 3021.15, 3043.66, 3061.28, 3081.23, 3098.36, 3128.39, 3165.67, 3198.02, 3344.24, 3404.28, 3423.0, 3458.56, 3500.46, 3533.37, 3550.56, 3554.96, 3597.78]","[11.57, 16.0, 38.45, 65.62, 103.45, 110.89, 178.02, 222.52, 240.06, 245.29, 319.84, 379.63, 400.13, 488.78, 567.03, 682.81, 704.39, 726.72, 739.4, 918.77, 939.8, 972.56, 979.03, 1034.93, 1240.37, 1297.84, 1388.63, 1439.66, 1449.17, 1465.7, 1526.33, 1534.43, 1589.93, 1655.47, 1666.26, 1820.04, 1833.03, 1925.56, 1948.8, 1955.98, 2036.24, 2096.52, 2268.13, 2290.07, 2334.27, 2376.1, 2533.09, 2554.6, 2586.21, 2643.78, 2942.91, 3098.36, 3344.24, 3597.78]"
38,579-2,F,naive,230721,2.0,6,10,10,0.803922,"[2.15, 57.88, 268.02, 281.71, 290.37, 369.27, 533.67, 550.05, 763.3, 870.16]","[2.15, 57.88, 268.02, 281.71, 290.37, 369.27, 533.67, 550.05, 763.3, 870.16]","[2.15, 57.88, 290.37, 369.27, 550.05, 870.16]"
22,579.1-2,F,naive,230721,2.0,15,44,53,0.838384,"[3.86, 19.73, 51.53, 60.69, 102.93, 127.93, 140.9, 206.06, 351.84, 496.74, 510.7, 608.09, 635.8, 645.76, 794.46, 969.43, 970.37, 977.19, 980.1, 985.21, 988.23, 1169.09, 1252.92, 1333.33, 1380.57, 1923.54, 1978.68, 1979.7, 2002.0, 2004.72, 2009.07, 2009.31, 2077.61, 2078.02, 2078.81, 2550.18, 2642.1, 2653.65, 2666.01, 2736.04, 2743.72, 2810.87, 2867.18, 2879.72, 3047.74, 3114.38, 3117.76, 3124.95, 3139.7, 3213.19, 3297.6, 3409.1, 3419.61]","[3.86, 19.73, 51.53, 60.69, 102.93, 127.93, 140.9, 206.06, 351.84, 496.74, 510.7, 608.09, 635.8, 645.76, 794.46, 969.43, 977.19, 980.1, 985.21, 988.23, 1169.09, 1252.92, 1333.33, 1380.57, 1923.54, 1978.68, 2077.61, 2550.18, 2642.1, 2653.65, 2666.01, 2743.72, 2810.87, 2867.18, 2879.72, 3047.74, 3114.38, 3117.76, 3124.95, 3139.7, 3213.19, 3297.6, 3409.1, 3419.61]","[3.86, 19.73, 60.69, 140.9, 206.06, 351.84, 794.46, 985.21, 1252.92, 1380.57, 2642.1, 2810.87, 2879.72, 3139.7, 3419.61]"
5,578-1,F,stress,230721,2.0,13,44,57,0.854271,"[131.53, 154.97, 287.17, 468.68, 468.73, 496.68, 525.09, 542.57, 559.35, 579.91, 600.03, 617.44, 637.31, 653.02, 671.13, 690.31, 694.46, 708.88, 725.47, 775.93, 796.47, 817.74, 840.32, 864.69, 885.49, 905.73, 924.12, 965.62, 992.25, 1019.49, 1048.31, 1073.57, 1074.21, 1078.5, 1082.96, 1086.15, 1394.05, 1397.6, 1398.08, 1401.27, 1402.12, 1410.19, 1410.54, 1412.25, 1416.35, 1429.34, 1430.39, 1465.3, 1475.09, 1480.33, 1484.85, 2021.77, 2112.47, 2123.12, 2237.73, 2242.24, 2262.01]","[131.53, 154.97, 287.17, 468.68, 496.68, 525.09, 542.57, 559.35, 579.91, 600.03, 617.44, 637.31, 653.02, 671.13, 690.31, 694.46, 708.88, 725.47, 775.93, 796.47, 817.74, 840.32, 864.69, 885.49, 905.73, 924.12, 965.62, 992.25, 1019.49, 1048.31, 1073.57, 1078.5, 1082.96, 1086.15, 1394.05, 1397.6, 1401.27, 1410.19, 1475.09, 1484.85, 2021.77, 2237.73, 2242.24, 2262.01]","[154.97, 287.17, 617.44, 671.13, 694.46, 796.47, 905.73, 1048.31, 1086.15, 1475.09, 1484.85, 2242.24, 2262.01]"
34,578-2,F,stress,230722,2.0,12,38,39,0.838235,"[28.44, 339.26, 354.12, 378.12, 485.19, 607.13, 898.29, 921.67, 943.31, 1031.98, 1048.57, 1066.4, 1107.42, 1193.38, 1212.01, 1226.67, 1242.25, 1258.39, 1705.9, 1787.29, 1800.87, 1837.08, 1975.57, 2080.17, 2351.53, 2358.22, 2360.24, 2362.77, 2364.89, 2369.83, 2556.98, 2725.07, 3102.21, 3118.16, 3368.3, 3427.11, 3437.2, 3466.0, 3482.36]","[28.44, 339.26, 354.12, 378.12, 485.19, 607.13, 898.29, 921.67, 943.31, 1031.98, 1048.57, 1066.4, 1107.42, 1193.38, 1212.01, 1226.67, 1242.25, 1258.39, 1705.9, 1787.29, 1800.87, 1837.08, 1975.57, 2080.17, 2351.53, 2360.24, 2362.77, 2364.89, 2369.83, 2556.98, 2725.07, 3102.21, 3118.16, 3368.3, 3427.11, 3437.2, 3466.0, 3482.36]","[28.44, 378.12, 485.19, 607.13, 943.31, 1066.4, 1258.39, 1837.08, 2080.17, 2369.83, 3118.16, 3482.36]"
19,578.1-1,F,naive,230722,2.0,4,11,11,0.829268,"[87.21, 296.0, 319.42, 844.18, 883.67, 920.2, 950.11, 986.13, 1004.98, 1028.33, 1183.79]","[87.21, 296.0, 319.42, 844.18, 883.67, 920.2, 950.11, 986.13, 1004.98, 1028.33, 1183.79]","[87.21, 319.42, 1028.33, 1183.79]"
6,580.1-1,M,naive,230722,2.0,12,34,37,0.838462,"[13.74, 179.45, 553.94, 569.25, 696.85, 723.22, 734.86, 792.08, 1018.32, 1197.11, 1206.94, 1238.09, 1263.33, 1285.27, 1296.68, 1543.17, 1555.14, 1567.16, 1701.97, 1917.65, 1917.75, 1933.97, 1955.64, 2278.76, 2299.1, 2674.55, 2685.39, 2767.7, 2767.82, 2776.19, 2788.57, 2788.66, 3150.05, 3212.75, 3459.39, 3477.06, 3544.68]","[13.74, 179.45, 553.94, 569.25, 696.85, 723.22, 734.86, 792.08, 1018.32, 1197.11, 1206.94, 1238.09, 1263.33, 1285.27, 1296.68, 1543.17, 1555.14, 1567.16, 1701.97, 1917.65, 1933.97, 1955.64, 2278.76, 2299.1, 2674.55, 2685.39, 2767.7, 2776.19, 2788.57, 3150.05, 3212.75, 3459.39, 3477.06, 3544.68]","[13.74, 179.45, 569.25, 734.86, 792.08, 1018.32, 1296.68, 1701.97, 1955.64, 2299.1, 2788.57, 3477.06]"
33,578.1-2,F,naive,230722,2.0,6,9,9,0.880829,"[245.66, 542.85, 774.99, 803.85, 1033.34, 1490.76, 1496.45, 1734.05, 1961.78]","[245.66, 542.85, 774.99, 803.85, 1033.34, 1490.76, 1496.45, 1734.05, 1961.78]","[245.66, 542.85, 803.85, 1496.45, 1734.05, 1961.78]"
42,646-0,M,stress,240323,2.0,19,59,61,0.892523,"[13.07, 101.57, 199.19, 375.94, 551.54, 564.84, 593.34, 634.31, 679.9, 711.76, 717.37, 742.08, 758.0, 861.16, 881.04, 891.57, 900.72, 911.1, 1068.9, 1086.82, 1120.51, 1126.4, 1144.48, 1164.08, 1209.76, 1577.06, 1591.27, 1604.05, 1627.86, 1641.51, 1661.05, 1670.04, 1682.05, 1724.95, 1753.14, 1870.77, 2005.25, 2023.49, 2033.82, 2043.71, 2066.05, 2091.6, 2099.77, 2114.79, 2122.14, 2131.84, 2148.28, 2174.43, 2204.05, 2214.67, 2228.3, 2243.31, 2274.9, 2285.56, 2301.87, 2352.0, 2371.38, 2417.71, 2521.94, 2595.14, 2611.48]","[13.07, 101.57, 199.19, 375.94, 551.54, 564.84, 593.34, 634.31, 679.9, 711.76, 717.37, 742.08, 758.0, 861.16, 881.04, 891.57, 900.72, 911.1, 1068.9, 1086.82, 1120.51, 1126.4, 1144.48, 1164.08, 1209.76, 1577.06, 1591.27, 1604.05, 1627.86, 1641.51, 1661.05, 1670.04, 1682.05, 1724.95, 1753.14, 1870.77, 2005.25, 2023.49, 2033.82, 2043.71, 2066.05, 2091.6, 2099.77, 2114.79, 2122.14, 2131.84, 2148.28, 2174.43, 2204.05, 2214.67, 2228.3, 2243.31, 2274.9, 2285.56, 2301.87, 2352.0, 2521.94, 2595.14, 2611.48]","[13.07, 101.57, 199.19, 564.84, 634.31, 758.0, 891.57, 911.1, 1086.82, 1209.76, 1682.05, 1724.95, 1753.14, 1870.77, 2174.43, 2301.87, 2352.0, 2521.94, 2611.48]"
3,648-R,F,stress,240323,2.0,24,79,181,0.971429,"[46.97, 188.4, 218.34, 258.72, 279.71, 295.54, 305.44, 312.28, 316.64, 413.63, 436.51, 438.39, 458.59, 597.55, 602.61, 845.18, 966.27, 1025.78, 1026.05, 1062.91, 1095.78, 1115.13, 1214.48, 1407.81, 1423.62, 1621.9, 1728.73, 1749.1, 1770.47, 1778.31, 1794.4, 1826.69, 1838.36, 1850.63, 1884.7, 1905.39, 1921.57, 1946.18, 1959.99, 1978.35, 1995.34, 2000.21, 2019.77, 2056.59, 2059.95, 2062.86, 2064.36, 2067.6, 2075.07, 2076.45, 2086.9, 2112.72, 2115.67, 2132.42, 2134.54, 2135.88, 2159.77, 2159.85, 2164.79, 2176.2, 2180.56, 2188.45, 2202.31, 2204.74, 2233.88, 2234.91, 2256.38, 2269.06, 2272.05, 2273.35, 2274.56, 2276.46, 2286.95, 2313.4, 2315.19, 2318.53, 2319.96, 2339.76, 2346.55, 2348.36, 2361.45, 2397.93, 2401.13, 2404.47, 2423.46, 2446.3, 2448.53, 2449.95, 2451.02, 2495.89, 2498.08, 2512.59, 2522.1, 2540.5, 2542.69, 2543.44, 2553.02, 2592.58, 2598.17, 2633.04, 2636.68, 2639.89, 2650.52, 2651.83, 2671.11, 2682.24, 2688.78, 2689.9, 2713.26, 2731.13, 2765.43, 2785.48, 2787.38, 2790.91, 2792.68, 2794.71, 2796.13, 2800.07, 2812.85, 2815.06, 2816.1, 2821.93, 2873.34, 2889.03, 2953.96, 2955.55, 2955.69, 2957.72, 2964.59, 3007.68, 3009.4, 3010.41, 3015.06, 3018.22, 3026.8, 3039.83, 3074.49, 3077.18, 3080.16, 3092.01, 3094.35, 3112.3, 3132.69, 3134.36, 3134.75, 3136.4, 3144.87, 3186.85, 3188.49, 3216.43, 3234.68, 3257.03, 3279.93, 3291.31, 3292.99, 3328.86, 3329.75, 3331.03, 3368.32, 3390.03, 3391.89, 3413.7, 3414.83, 3422.36, 3430.24, 3473.71, 3478.67, 3502.7, 3503.59, 3509.59, 3524.65, 3527.05, 3536.62, 3539.65, 3566.35, 3573.61, 3575.57, 3576.97, 3590.72, 3592.45, 3594.55]","[46.97, 188.4, 218.34, 258.72, 279.71, 295.54, 305.44, 312.28, 316.64, 413.63, 436.51, 458.59, 597.55, 602.61, 845.18, 966.27, 1025.78, 1062.91, 1095.78, 1115.13, 1214.48, 1407.81, 1423.62, 1621.9, 1728.73, 1749.1, 1770.47, 1778.31, 1794.4, 1826.69, 1838.36, 1850.63, 1884.7, 1905.39, 1921.57, 1946.18, 1959.99, 1978.35, 1995.34, 2000.21, 2019.77, 2056.59, 2132.42, 2180.56, 2233.88, 2256.38, 2269.06, 2346.55, 2397.93, 2401.13, 2404.47, 2423.46, 2598.17, 2633.04, 2636.68, 2639.89, 2650.52, 2688.78, 2812.85, 2873.34, 2889.03, 2953.96, 3132.69, 3144.87, 3186.85, 3216.43, 3234.68, 3257.03, 3279.93, 3291.31, 3368.32, 3390.03, 3502.7, 3509.59, 3524.65, 3536.62, 3566.35, 3573.61, 3590.72]","[218.34, 316.64, 458.59, 602.61, 845.18, 1115.13, 1214.48, 1423.62, 1621.9, 1728.73, 1905.39, 1959.99, 1995.34, 2000.21, 2132.42, 2233.88, 2269.06, 2636.68, 2812.85, 3368.32, 3502.7, 3509.59, 3524.65, 3590.72]"
7,645-0,M,naive,240323,2.0,17,55,68,0.878151,"[43.68, 56.03, 534.12, 1053.62, 1285.19, 1304.88, 1328.93, 1338.05, 1357.44, 1390.85, 1397.88, 1415.48, 1418.52, 1449.79, 1459.36, 1469.72, 1475.75, 1484.98, 1492.87, 1505.15, 1505.53, 1505.58, 1545.34, 1555.9, 1566.17, 1651.58, 1654.38, 1685.07, 1688.14, 1694.78, 1698.0, 1701.11, 1701.45, 1702.76, 1704.56, 1704.86, 1705.6, 1713.07, 1716.45, 1718.81, 1721.04, 1722.25, 1726.08, 1726.36, 1733.27, 1745.85, 1794.27, 1802.59, 1813.66, 1827.12, 1841.26, 1873.16, 1905.5, 2007.76, 2256.21, 2273.77, 2274.18, 2379.82, 2406.75, 2443.03, 2576.3, 2576.5, 2599.38, 2764.81, 2878.89, 2903.22, 3127.2, 3165.63]","[43.68, 56.03, 534.12, 1053.62, 1285.19, 1304.88, 1328.93, 1338.05, 1357.44, 1390.85, 1397.88, 1415.48, 1418.52, 1449.79, 1459.36, 1469.72, 1475.75, 1484.98, 1492.87, 1505.15, 1545.34, 1555.9, 1566.17, 1651.58, 1685.07, 1688.14, 1694.78, 1698.0, 1701.11, 1713.07, 1716.45, 1718.81, 1721.04, 1733.27, 1745.85, 1794.27, 1802.59, 1813.66, 1827.12, 1841.26, 1873.16, 1905.5, 2007.76, 2256.21, 2273.77, 2379.82, 2406.75, 2443.03, 2576.3, 2599.38, 2764.81, 2878.89, 2903.22, 3127.2, 3165.63]","[56.03, 534.12, 1053.62, 1390.85, 1415.48, 1545.34, 1651.58, 1688.14, 1701.11, 1716.45, 1718.81, 1873.16, 1905.5, 2256.21, 2576.3, 2764.81, 3165.63]"
59,649-R,F,naive,240323,2.0,8,27,36,0.949721,"[31.78, 44.24, 58.14, 90.42, 93.29, 103.07, 113.95, 135.29, 137.31, 140.17, 151.53, 156.82, 263.15, 358.23, 384.45, 403.03, 416.38, 453.89, 461.39, 515.85, 772.0, 1126.27, 1269.54, 1301.59, 1499.74, 1907.27, 2331.57, 2349.96, 2371.94, 2522.49, 2536.23, 2889.06, 3059.13, 3083.91, 3231.89, 3242.62]","[31.78, 44.24, 58.14, 90.42, 151.53, 263.15, 358.23, 384.45, 403.03, 416.38, 461.39, 515.85, 772.0, 1126.27, 1269.54, 1301.59, 1499.74, 1907.27, 2331.57, 2371.94, 2522.49, 2536.23, 2889.06, 3059.13, 3083.91, 3231.89, 3242.62]","[44.24, 151.53, 461.39, 1126.27, 1499.74, 1907.27, 2536.23, 3242.62]"
36,645-R,M,naive,240323,2.0,4,7,7,0.919492,"[44.79, 566.93, 1017.78, 1572.22, 1890.32, 1935.63, 1981.33]","[44.79, 566.93, 1017.78, 1572.22, 1890.32, 1935.63, 1981.33]","[44.79, 566.93, 1572.22, 1981.33]"
24,649-0,F,naive,240323,2.0,4,12,12,1.005587,"[24.03, 232.88, 277.68, 377.5, 915.64, 954.89, 967.75, 1105.08, 1129.83, 1189.46, 1207.76, 1458.44]","[24.03, 232.88, 277.68, 377.5, 915.64, 954.89, 967.75, 1105.08, 1129.83, 1189.46, 1207.76, 1458.44]","[24.03, 377.5, 1207.76, 1458.44]"
55,647-0,M,naive,240323,2.0,16,60,74,0.827273,"[22.94, 70.31, 203.45, 407.21, 461.45, 642.47, 694.06, 730.73, 772.17, 815.19, 853.96, 889.52, 921.03, 954.24, 1001.15, 1192.46, 1235.4, 1236.75, 1273.01, 1309.03, 1351.06, 1377.94, 1414.26, 1445.75, 1476.93, 1477.01, 1477.64, 1514.94, 1515.66, 1542.48, 1579.74, 1614.98, 1645.04, 1709.22, 1738.47, 1907.16, 1910.31, 1916.27, 1917.11, 1920.55, 1923.21, 1923.79, 1931.04, 2024.18, 2064.83, 2088.05, 2131.54, 2171.78, 2172.82, 2199.79, 2246.06, 2247.11, 2280.23, 2593.75, 2647.18, 2658.57, 2705.85, 2742.28, 2863.38, 2896.66, 2915.73, 2946.69, 2997.74, 3285.4, 3307.35, 3332.72, 3366.21, 3367.0, 3409.16, 3437.29, 3438.01, 3465.87, 3555.21, 3592.37]","[22.94, 70.31, 203.45, 407.21, 461.45, 642.47, 694.06, 730.73, 772.17, 815.19, 853.96, 889.52, 921.03, 954.24, 1001.15, 1192.46, 1235.4, 1273.01, 1309.03, 1351.06, 1377.94, 1414.26, 1445.75, 1476.93, 1514.94, 1542.48, 1579.74, 1614.98, 1645.04, 1709.22, 1738.47, 1907.16, 1931.04, 2024.18, 2064.83, 2088.05, 2131.54, 2171.78, 2199.79, 2246.06, 2280.23, 2593.75, 2647.18, 2658.57, 2705.85, 2742.28, 2863.38, 2896.66, 2915.73, 2946.69, 2997.74, 3285.4, 3307.35, 3332.72, 3366.21, 3409.16, 3437.29, 3465.87, 3555.21, 3592.37]","[22.94, 70.31, 203.45, 954.24, 1001.15, 1351.06, 1414.26, 1645.04, 1709.22, 2024.18, 2131.54, 2280.23, 2705.85, 2742.28, 2946.69, 2997.74]"
31,646-L,M,stress,240323,2.0,32,107,146,0.861386,"[4.91, 18.06, 30.27, 48.28, 65.11, 82.43, 95.46, 107.24, 144.89, 164.73, 182.58, 197.72, 217.23, 228.8, 247.02, 254.28, 270.78, 288.45, 311.77, 338.64, 385.98, 414.96, 438.96, 452.98, 482.48, 482.72, 493.45, 519.58, 529.73, 554.53, 608.96, 623.87, 651.23, 655.38, 662.74, 679.06, 706.49, 727.76, 737.11, 751.87, 767.07, 783.66, 790.95, 815.09, 923.04, 953.35, 960.48, 980.52, 991.63, 999.5, 1014.05, 1018.34, 1021.62, 1111.42, 1148.96, 1179.89, 1205.88, 1206.0, 1229.29, 1264.32, 1274.95, 1283.75, 1290.55, 1326.81, 1348.9, 1356.54, 1399.68, 1411.25, 1423.66, 1427.59, 1431.92, 1435.97, 1437.32, 1467.28, 1470.84, 1473.95, 1476.58, 1476.85, 1480.37, 1492.01, 1499.64, 1506.27, 1510.33, 1523.08, 1545.03, 1545.25, 1600.49, 1603.83, 1606.0, 1611.64, 1617.15, 1618.97, 1651.36, 1651.84, 1656.31, 1694.28, 1694.69, 1734.29, 1777.81, 1896.5, 1942.83, 1947.46, 1951.19, 1970.85, 2127.08, 2213.76, 2247.77, 2272.06, 2337.14, 2365.45, 2368.33, 2372.6, 2396.98, 2397.3, 2454.22, 2503.65, 2557.34, 2582.94, 2611.91, 2700.18, 2745.95, 2785.5, 2789.02, 2794.78, 2806.9, 2810.0, 2811.98, 2818.31, 2826.54, 2827.7, 2837.42, 2850.9, 2912.91, 2974.35, 2985.86, 3126.15, 3126.46, 3220.95, 3221.31, 3233.1, 3244.04, 3248.24, 3378.29, 3378.78, 3541.39, 3574.25]","[4.91, 18.06, 30.27, 48.28, 65.11, 82.43, 95.46, 107.24, 144.89, 164.73, 182.58, 197.72, 217.23, 228.8, 247.02, 254.28, 270.78, 288.45, 311.77, 338.64, 385.98, 414.96, 438.96, 452.98, 482.48, 493.45, 519.58, 529.73, 554.53, 608.96, 623.87, 651.23, 655.38, 662.74, 679.06, 706.49, 727.76, 737.11, 751.87, 767.07, 783.66, 790.95, 815.09, 923.04, 953.35, 960.48, 980.52, 991.63, 999.5, 1014.05, 1111.42, 1148.96, 1179.89, 1205.88, 1229.29, 1264.32, 1274.95, 1283.75, 1290.55, 1326.81, 1348.9, 1356.54, 1399.68, 1411.25, 1423.66, 1427.59, 1431.92, 1476.58, 1510.33, 1523.08, 1545.03, 1611.64, 1651.36, 1656.31, 1694.28, 1734.29, 1777.81, 1896.5, 1942.83, 1947.46, 1951.19, 1970.85, 2127.08, 2213.76, 2247.77, 2272.06, 2337.14, 2368.33, 2372.6, 2396.98, 2454.22, 2611.91, 2700.18, 2745.95, 2785.5, 2794.78, 2806.9, 2837.42, 2850.9, 2974.35, 2985.86, 3126.15, 3220.95, 3244.04, 3378.29, 3541.39, 3574.25]","[4.91, 18.06, 30.27, 48.28, 144.89, 182.58, 228.8, 311.77, 452.98, 651.23, 727.76, 737.11, 783.66, 790.95, 999.5, 1014.05, 1111.42, 1399.68, 1423.66, 1431.92, 1476.58, 1611.64, 1656.31, 1777.81, 1896.5, 1947.46, 2247.77, 2272.06, 2611.91, 2794.78, 3244.04, 3574.25]"
30,644-0,M,naive,240323,2.0,10,29,46,0.93,"[41.7, 66.72, 88.72, 159.29, 186.19, 230.13, 253.4, 269.06, 287.25, 301.66, 302.23, 302.64, 303.8, 313.27, 313.76, 314.56, 318.01, 345.41, 481.02, 481.48, 482.31, 507.28, 659.6, 685.13, 717.35, 737.71, 738.18, 743.6, 743.97, 744.63, 854.93, 877.33, 891.47, 895.62, 896.83, 897.26, 914.9, 932.06, 1156.65, 1157.05, 1178.49, 1195.35, 1197.43, 1219.39, 1238.54, 1508.69]","[41.7, 66.72, 88.72, 159.29, 186.19, 230.13, 253.4, 269.06, 287.25, 301.66, 313.27, 318.01, 345.41, 481.02, 507.28, 659.6, 685.13, 717.35, 854.93, 891.47, 895.62, 914.9, 932.06, 1156.65, 1178.49, 1195.35, 1219.39, 1238.54, 1508.69]","[88.72, 318.01, 507.28, 659.6, 717.35, 854.93, 914.9, 932.06, 1238.54, 1508.69]"
